"Time stamp","System power generated | (kW)","Sun position time | (hour)","Irradiance DHI from weather file | (W/m2)"
"Sep 21, 12:00 pm",2.56979,12,116
"Sep 21, 01:00 pm",2.52191,13,106
"Sep 21, 02:00 pm",2.38275,14,114
"Sep 21, 03:00 pm",2.24255,15,87
"Sep 21, 04:00 pm",1.69661,16,67
"Sep 21, 05:00 pm",0.00735644,17,13
"Sep 21, 06:00 pm",-0.0034239,18,0
"Sep 21, 07:00 pm",-0.0034239,19,0
"Sep 21, 08:00 pm",-0.0034239,20,0
"Sep 21, 09:00 pm",-0.0034239,21,0
"Sep 21, 10:00 pm",-0.0034239,22,0
"Sep 21, 11:00 pm",-0.0034239,23,0
"Sep 22, 12:00 am",-0.0034239,0,0
"Sep 22, 01:00 am",-0.0034239,1,0
"Sep 22, 02:00 am",-0.0034239,2,0
"Sep 22, 03:00 am",-0.0034239,3,0
"Sep 22, 04:00 am",-0.0034239,4,0
"Sep 22, 05:00 am",-0.0034239,5,0
"Sep 22, 06:00 am",-0.0034239,6,9
"Sep 22, 07:00 am",0.261589,7,64
"Sep 22, 08:00 am",0.185772,8,89
"Sep 22, 09:00 am",0.578992,9,209
"Sep 22, 10:00 am",0.266168,10,124
"Sep 22, 11:00 am",0.47895,11,199
"Sep 22, 12:00 pm",0.151632,12,73
"Sep 22, 01:00 pm",0.198545,13,93
"Sep 22, 02:00 pm",0.161038,14,79
"Sep 22, 03:00 pm",0.606467,15,159
"Sep 22, 04:00 pm",1.26795,16,82
"Sep 22, 05:00 pm",-0.0034239,17,8
"Sep 22, 06:00 pm",-0.0034239,18,0
"Sep 22, 07:00 pm",-0.0034239,19,0
"Sep 22, 08:00 pm",-0.0034239,20,0
"Sep 22, 09:00 pm",-0.0034239,21,0
"Sep 22, 10:00 pm",-0.0034239,22,0
"Sep 22, 11:00 pm",-0.0034239,23,0
"Sep 23, 12:00 am",-0.0034239,0,0
"Sep 23, 01:00 am",-0.0034239,1,0
"Sep 23, 02:00 am",-0.0034239,2,0
"Sep 23, 03:00 am",-0.0034239,3,0
"Sep 23, 04:00 am",-0.0034239,4,0
"Sep 23, 05:00 am",-0.0034239,5,0
"Sep 23, 06:00 am",-0.0034239,6,55
"Sep 23, 07:00 am",1.13172,7,118
"Sep 23, 08:00 am",0.0804514,8,52
"Sep 23, 09:00 am",0.227474,9,109
"Sep 23, 10:00 am",0.229818,10,109
"Sep 23, 11:00 am",0.865106,11,293
"Sep 23, 12:00 pm",0.808125,12,281
"Sep 23, 01:00 pm",1.22649,13,287
"Sep 23, 02:00 pm",1.06961,14,233
"Sep 23, 03:00 pm",1.64654,15,145
"Sep 23, 04:00 pm",1.28602,16,78
"Sep 23, 05:00 pm",-0.0034239,17,0
"Sep 23, 06:00 pm",-0.0034239,18,0
"Sep 23, 07:00 pm",-0.0034239,19,0
"Sep 23, 08:00 pm",-0.0034239,20,0
"Sep 23, 09:00 pm",-0.0034239,21,0
"Sep 23, 10:00 pm",-0.0034239,22,0
"Sep 23, 11:00 pm",-0.0034239,23,0
"Sep 24, 12:00 am",-0.0034239,0,0
"Sep 24, 01:00 am",-0.0034239,1,0
"Sep 24, 02:00 am",-0.0034239,2,0
"Sep 24, 03:00 am",-0.0034239,3,0
"Sep 24, 04:00 am",-0.0034239,4,0
"Sep 24, 05:00 am",-0.0034239,5,0
"Sep 24, 06:00 am",-0.0034239,6,46
"Sep 24, 07:00 am",2.03653,7,80
"Sep 24, 08:00 am",2.50047,8,99
"Sep 24, 09:00 am",2.64118,9,119
"Sep 24, 10:00 am",2.59755,10,155
"Sep 24, 11:00 am",2.65504,11,129
"Sep 24, 12:00 pm",2.58977,12,134
"Sep 24, 01:00 pm",2.43193,13,153
"Sep 24, 02:00 pm",2.26163,14,138
"Sep 24, 03:00 pm",1.53047,15,145
"Sep 24, 04:00 pm",0.653908,16,82
"Sep 24, 05:00 pm",-0.0034239,17,0
"Sep 24, 06:00 pm",-0.0034239,18,0
"Sep 24, 07:00 pm",-0.0034239,19,0
"Sep 24, 08:00 pm",-0.0034239,20,0
"Sep 24, 09:00 pm",-0.0034239,21,0
"Sep 24, 10:00 pm",-0.0034239,22,0
"Sep 24, 11:00 pm",-0.0034239,23,0
"Sep 25, 12:00 am",-0.0034239,0,0
"Sep 25, 01:00 am",-0.0034239,1,0
"Sep 25, 02:00 am",-0.0034239,2,0
"Sep 25, 03:00 am",-0.0034239,3,0
"Sep 25, 04:00 am",-0.0034239,4,0
"Sep 25, 05:00 am",-0.0034239,5,0
"Sep 25, 06:00 am",-0.0034239,6,42
"Sep 25, 07:00 am",1.90412,7,81
"Sep 25, 08:00 am",2.34551,8,102
"Sep 25, 09:00 am",2.51113,9,119
"Sep 25, 10:00 am",2.5105,10,143
"Sep 25, 11:00 am",2.50087,11,159
"Sep 25, 12:00 pm",2.47835,12,162
"Sep 25, 01:00 pm",2.45436,13,147
"Sep 25, 02:00 pm",1.79664,14,200
"Sep 25, 03:00 pm",0.525066,15,147
"Sep 25, 04:00 pm",0.464485,16,77
"Sep 25, 05:00 pm",-0.0034239,17,0
"Sep 25, 06:00 pm",-0.0034239,18,0
"Sep 25, 07:00 pm",-0.0034239,19,0
"Sep 25, 08:00 pm",-0.0034239,20,0
"Sep 25, 09:00 pm",-0.0034239,21,0
"Sep 25, 10:00 pm",-0.0034239,22,0
"Sep 25, 11:00 pm",-0.0034239,23,0
"Sep 26, 12:00 am",-0.0034239,0,0
"Sep 26, 01:00 am",-0.0034239,1,0
"Sep 26, 02:00 am",-0.0034239,2,0
"Sep 26, 03:00 am",-0.0034239,3,0
"Sep 26, 04:00 am",-0.0034239,4,0
"Sep 26, 05:00 am",-0.0034239,5,0
"Sep 26, 06:00 am",-0.0034239,6,50
"Sep 26, 07:00 am",2.0137,7,129
"Sep 26, 08:00 am",1.47533,8,204
"Sep 26, 09:00 am",1.22062,9,261
"Sep 26, 10:00 am",1.95347,10,277
"Sep 26, 11:00 am",2.40273,11,224
"Sep 26, 12:00 pm",2.28111,12,235
"Sep 26, 01:00 pm",1.78155,13,257
"Sep 26, 02:00 pm",0.711988,14,209
"Sep 26, 03:00 pm",0.514212,15,145
"Sep 26, 04:00 pm",0.519668,16,75
"Sep 26, 05:00 pm",-0.0034239,17,0
"Sep 26, 06:00 pm",-0.0034239,18,0
"Sep 26, 07:00 pm",-0.0034239,19,0
"Sep 26, 08:00 pm",-0.0034239,20,0
"Sep 26, 09:00 pm",-0.0034239,21,0
"Sep 26, 10:00 pm",-0.0034239,22,0
"Sep 26, 11:00 pm",-0.0034239,23,0
"Sep 27, 12:00 am",-0.0034239,0,0
"Sep 27, 01:00 am",-0.0034239,1,0
"Sep 27, 02:00 am",-0.0034239,2,0
"Sep 27, 03:00 am",-0.0034239,3,0
"Sep 27, 04:00 am",-0.0034239,4,0
"Sep 27, 05:00 am",-0.0034239,5,0
"Sep 27, 06:00 am",-0.0034239,6,43
"Sep 27, 07:00 am",1.83008,7,86
"Sep 27, 08:00 am",2.46647,8,108
"Sep 27, 09:00 am",2.6711,9,132
"Sep 27, 10:00 am",2.81177,10,131
"Sep 27, 11:00 am",2.50809,11,206
"Sep 27, 12:00 pm",2.00106,12,272
"Sep 27, 01:00 pm",1.86489,13,247
"Sep 27, 02:00 pm",1.16159,14,222
"Sep 27, 03:00 pm",1.57653,15,137
"Sep 27, 04:00 pm",1.39074,16,65
"Sep 27, 05:00 pm",-0.0034239,17,0
"Sep 27, 06:00 pm",-0.0034239,18,0
"Sep 27, 07:00 pm",-0.0034239,19,0
"Sep 27, 08:00 pm",-0.0034239,20,0
"Sep 27, 09:00 pm",-0.0034239,21,0
"Sep 27, 10:00 pm",-0.0034239,22,0
"Sep 27, 11:00 pm",-0.0034239,23,0
"Sep 28, 12:00 am",-0.0034239,0,0
"Sep 28, 01:00 am",-0.0034239,1,0
"Sep 28, 02:00 am",-0.0034239,2,0
"Sep 28, 03:00 am",-0.0034239,3,0
"Sep 28, 04:00 am",-0.0034239,4,0
"Sep 28, 05:00 am",-0.0034239,5,0
"Sep 28, 06:00 am",-0.0034239,6,41
"Sep 28, 07:00 am",1.86638,7,81
"Sep 28, 08:00 am",2.4547,8,108
"Sep 28, 09:00 am",2.67295,9,131
"Sep 28, 10:00 am",2.80825,10,136
"Sep 28, 11:00 am",2.7938,11,145
"Sep 28, 12:00 pm",2.47503,12,201
"Sep 28, 01:00 pm",2.58488,13,149
"Sep 28, 02:00 pm",2.05698,14,170
"Sep 28, 03:00 pm",1.76693,15,123
"Sep 28, 04:00 pm",1.16051,16,66
"Sep 28, 05:00 pm",-0.0034239,17,0
"Sep 28, 06:00 pm",-0.0034239,18,0
"Sep 28, 07:00 pm",-0.0034239,19,0
"Sep 28, 08:00 pm",-0.0034239,20,0
"Sep 28, 09:00 pm",-0.0034239,21,0
"Sep 28, 10:00 pm",-0.0034239,22,0
"Sep 28, 11:00 pm",-0.0034239,23,0
"Sep 29, 12:00 am",-0.0034239,0,0
"Sep 29, 01:00 am",-0.0034239,1,0
"Sep 29, 02:00 am",-0.0034239,2,0
"Sep 29, 03:00 am",-0.0034239,3,0
"Sep 29, 04:00 am",-0.0034239,4,0
"Sep 29, 05:00 am",-0.0034239,5,0
"Sep 29, 06:00 am",-0.0034239,6,39
"Sep 29, 07:00 am",1.83462,7,79
"Sep 29, 08:00 am",2.46098,8,107
"Sep 29, 09:00 am",2.68174,9,131
"Sep 29, 10:00 am",2.80216,10,135
"Sep 29, 11:00 am",2.80709,11,139
"Sep 29, 12:00 pm",2.69347,12,153
"Sep 29, 01:00 pm",2.68178,13,125
"Sep 29, 02:00 pm",2.46777,14,119
"Sep 29, 03:00 pm",2.20511,15,90
"Sep 29, 04:00 pm",1.48355,16,56
"Sep 29, 05:00 pm",-0.0034239,17,0
"Sep 29, 06:00 pm",-0.0034239,18,0
"Sep 29, 07:00 pm",-0.0034239,19,0
"Sep 29, 08:00 pm",-0.0034239,20,0
"Sep 29, 09:00 pm",-0.0034239,21,0
"Sep 29, 10:00 pm",-0.0034239,22,0
"Sep 29, 11:00 pm",-0.0034239,23,0
"Sep 30, 12:00 am",-0.0034239,0,0
"Sep 30, 01:00 am",-0.0034239,1,0
"Sep 30, 02:00 am",-0.0034239,2,0
"Sep 30, 03:00 am",-0.0034239,3,0
"Sep 30, 04:00 am",-0.0034239,4,0
"Sep 30, 05:00 am",-0.0034239,5,0
"Sep 30, 06:00 am",-0.0034239,6,40
"Sep 30, 07:00 am",1.64669,7,83
"Sep 30, 08:00 am",2.47152,8,109
"Sep 30, 09:00 am",2.63968,9,134
"Sep 30, 10:00 am",2.77813,10,135
"Sep 30, 11:00 am",-0.0034239,11,0
"Sep 30, 12:00 pm",2.69341,12,148
"Sep 30, 01:00 pm",2.66531,13,119
"Sep 30, 02:00 pm",2.44813,14,118
"Sep 30, 03:00 pm",2.18852,15,88
"Sep 30, 04:00 pm",1.48806,16,55
"Sep 30, 05:00 pm",-0.0034239,17,0
"Sep 30, 06:00 pm",-0.0034239,18,0
"Sep 30, 07:00 pm",-0.0034239,19,0
"Sep 30, 08:00 pm",-0.0034239,20,0
"Sep 30, 09:00 pm",-0.0034239,21,0
"Sep 30, 10:00 pm",-0.0034239,22,0
"Sep 30, 11:00 pm",-0.0034239,23,0
"Oct 1, 12:00 am",-0.0034239,0,0
"Oct 1, 01:00 am",-0.0034239,1,0
"Oct 1, 02:00 am",-0.0034239,2,0
"Oct 1, 03:00 am",-0.0034239,3,0
"Oct 1, 04:00 am",-0.0034239,4,0
"Oct 1, 05:00 am",-0.0034239,5,0
"Oct 1, 06:00 am",-0.0034239,6,42
"Oct 1, 07:00 am",1.61516,7,111
"Oct 1, 08:00 am",1.66146,8,183
"Oct 1, 09:00 am",2.10508,9,187
"Oct 1, 10:00 am",2.57376,10,96
"Oct 1, 11:00 am",2.562,11,96
"Oct 1, 12:00 pm",2.53206,12,83
"Oct 1, 01:00 pm",2.45296,13,94
"Oct 1, 02:00 pm",2.36375,14,83
"Oct 1, 03:00 pm",2.13035,15,71
"Oct 1, 04:00 pm",1.62035,16,43
"Oct 1, 05:00 pm",-0.0034239,17,0
"Oct 1, 06:00 pm",-0.0034239,18,0
"Oct 1, 07:00 pm",-0.0034239,19,0
"Oct 1, 08:00 pm",-0.0034239,20,0
"Oct 1, 09:00 pm",-0.0034239,21,0
"Oct 1, 10:00 pm",-0.0034239,22,0
"Oct 1, 11:00 pm",-0.0034239,23,0
"Oct 2, 12:00 am",-0.0034239,0,0
"Oct 2, 01:00 am",-0.0034239,1,0
"Oct 2, 02:00 am",-0.0034239,2,0
"Oct 2, 03:00 am",-0.0034239,3,0
"Oct 2, 04:00 am",-0.0034239,4,0
"Oct 2, 05:00 am",-0.0034239,5,0
"Oct 2, 06:00 am",-0.0034239,6,38
"Oct 2, 07:00 am",1.27141,7,87
"Oct 2, 08:00 am",2.22836,8,107
"Oct 2, 09:00 am",2.48838,9,97
"Oct 2, 10:00 am",2.52679,10,95
"Oct 2, 11:00 am",2.50189,11,103
"Oct 2, 12:00 pm",2.48944,12,89
"Oct 2, 01:00 pm",2.42734,13,93
"Oct 2, 02:00 pm",2.31199,14,82
"Oct 2, 03:00 pm",2.1039,15,68
"Oct 2, 04:00 pm",1.54031,16,43
"Oct 2, 05:00 pm",-0.0034239,17,0
"Oct 2, 06:00 pm",-0.0034239,18,0
"Oct 2, 07:00 pm",-0.0034239,19,0
"Oct 2, 08:00 pm",-0.0034239,20,0
"Oct 2, 09:00 pm",-0.0034239,21,0
"Oct 2, 10:00 pm",-0.0034239,22,0
"Oct 2, 11:00 pm",-0.0034239,23,0
"Oct 3, 12:00 am",-0.0034239,0,0
"Oct 3, 01:00 am",-0.0034239,1,0
"Oct 3, 02:00 am",-0.0034239,2,0
"Oct 3, 03:00 am",-0.0034239,3,0
"Oct 3, 04:00 am",-0.0034239,4,0
"Oct 3, 05:00 am",-0.0034239,5,0
"Oct 3, 06:00 am",-0.0034239,6,35
"Oct 3, 07:00 am",1.35971,7,73
"Oct 3, 08:00 am",2.37404,8,87
"Oct 3, 09:00 am",2.56531,9,101
"Oct 3, 10:00 am",2.64379,10,107
"Oct 3, 11:00 am",2.63832,11,109
"Oct 3, 12:00 pm",2.61631,12,102
"Oct 3, 01:00 pm",2.54778,13,98
"Oct 3, 02:00 pm",2.4182,14,86
"Oct 3, 03:00 pm",2.10454,15,76
"Oct 3, 04:00 pm",1.44448,16,44
"Oct 3, 05:00 pm",-0.0034239,17,0
"Oct 3, 06:00 pm",-0.0034239,18,0
"Oct 3, 07:00 pm",-0.0034239,19,0
"Oct 3, 08:00 pm",-0.0034239,20,0
"Oct 3, 09:00 pm",-0.0034239,21,0
"Oct 3, 10:00 pm",-0.0034239,22,0
"Oct 3, 11:00 pm",-0.0034239,23,0
"Oct 4, 12:00 am",-0.0034239,0,0
"Oct 4, 01:00 am",-0.0034239,1,0
"Oct 4, 02:00 am",-0.0034239,2,0
"Oct 4, 03:00 am",-0.0034239,3,0
"Oct 4, 04:00 am",-0.0034239,4,0
"Oct 4, 05:00 am",-0.0034239,5,0
"Oct 4, 06:00 am",-0.0034239,6,33
"Oct 4, 07:00 am",1.22875,7,67
"Oct 4, 08:00 am",2.53456,8,79
"Oct 4, 09:00 am",2.71295,9,97
"Oct 4, 10:00 am",2.77969,10,95
"Oct 4, 11:00 am",2.74765,11,103
"Oct 4, 12:00 pm",2.7214,12,95
"Oct 4, 01:00 pm",2.63074,13,93
"Oct 4, 02:00 pm",2.45373,14,90
"Oct 4, 03:00 pm",2.15557,15,73
"Oct 4, 04:00 pm",1.44132,16,43
"Oct 4, 05:00 pm",-0.0034239,17,0
"Oct 4, 06:00 pm",-0.0034239,18,0
"Oct 4, 07:00 pm",-0.0034239,19,0
"Oct 4, 08:00 pm",-0.0034239,20,0
"Oct 4, 09:00 pm",-0.0034239,21,0
"Oct 4, 10:00 pm",-0.0034239,22,0
"Oct 4, 11:00 pm",-0.0034239,23,0
"Oct 5, 12:00 am",-0.0034239,0,0
"Oct 5, 01:00 am",-0.0034239,1,0
"Oct 5, 02:00 am",-0.0034239,2,0
"Oct 5, 03:00 am",-0.0034239,3,0
"Oct 5, 04:00 am",-0.0034239,4,0
"Oct 5, 05:00 am",-0.0034239,5,0
"Oct 5, 06:00 am",-0.0034239,6,31
"Oct 5, 07:00 am",1.02997,7,97
"Oct 5, 08:00 am",0.398935,8,122
"Oct 5, 09:00 am",0.119458,9,70
"Oct 5, 10:00 am",0.195097,10,99
"Oct 5, 11:00 am",0.340497,11,153
"Oct 5, 12:00 pm",0.327894,12,148
"Oct 5, 01:00 pm",1.15727,13,255
"Oct 5, 02:00 pm",1.09323,14,200
"Oct 5, 03:00 pm",0.957912,15,129
"Oct 5, 04:00 pm",0.820064,16,50
"Oct 5, 05:00 pm",-0.0034239,17,0
"Oct 5, 06:00 pm",-0.0034239,18,0
"Oct 5, 07:00 pm",-0.0034239,19,0
"Oct 5, 08:00 pm",-0.0034239,20,0
"Oct 5, 09:00 pm",-0.0034239,21,0
"Oct 5, 10:00 pm",-0.0034239,22,0
"Oct 5, 11:00 pm",-0.0034239,23,0
"Oct 6, 12:00 am",-0.0034239,0,0
"Oct 6, 01:00 am",-0.0034239,1,0
"Oct 6, 02:00 am",-0.0034239,2,0
"Oct 6, 03:00 am",-0.0034239,3,0
"Oct 6, 04:00 am",-0.0034239,4,0
"Oct 6, 05:00 am",-0.0034239,5,0
"Oct 6, 06:00 am",-0.0034239,6,29
"Oct 6, 07:00 am",1.17293,7,69
"Oct 6, 08:00 am",2.3456,8,101
"Oct 6, 09:00 am",0.155146,9,84
"Oct 6, 10:00 am",1.1229,10,274
"Oct 6, 11:00 am",0.972569,11,277
"Oct 6, 12:00 pm",2.41154,12,188
"Oct 6, 01:00 pm",0.873902,13,242
"Oct 6, 02:00 pm",0.969255,14,196
"Oct 6, 03:00 pm",0.334037,15,109
"Oct 6, 04:00 pm",0.075086,16,35
"Oct 6, 05:00 pm",-0.0034239,17,0
"Oct 6, 06:00 pm",-0.0034239,18,0
"Oct 6, 07:00 pm",-0.0034239,19,0
"Oct 6, 08:00 pm",-0.0034239,20,0
"Oct 6, 09:00 pm",-0.0034239,21,0
"Oct 6, 10:00 pm",-0.0034239,22,0
"Oct 6, 11:00 pm",-0.0034239,23,0
"Oct 7, 12:00 am",-0.0034239,0,0
"Oct 7, 01:00 am",-0.0034239,1,0
"Oct 7, 02:00 am",-0.0034239,2,0
"Oct 7, 03:00 am",-0.0034239,3,0
"Oct 7, 04:00 am",-0.0034239,4,0
"Oct 7, 05:00 am",-0.0034239,5,0
"Oct 7, 06:00 am",-0.0034239,6,18
"Oct 7, 07:00 am",0.00725122,7,18
"Oct 7, 08:00 am",0.831631,8,161
"Oct 7, 09:00 am",0.211559,9,101
"Oct 7, 10:00 am",1.89168,10,260
"Oct 7, 11:00 am",0.740787,11,253
"Oct 7, 12:00 pm",0.42006,12,176
"Oct 7, 01:00 pm",0.239227,13,111
"Oct 7, 02:00 pm",1.59695,14,179
"Oct 7, 03:00 pm",2.08178,15,83
"Oct 7, 04:00 pm",1.46313,16,37
"Oct 7, 05:00 pm",-0.0034239,17,0
"Oct 7, 06:00 pm",-0.0034239,18,0
"Oct 7, 07:00 pm",-0.0034239,19,0
"Oct 7, 08:00 pm",-0.0034239,20,0
"Oct 7, 09:00 pm",-0.0034239,21,0
"Oct 7, 10:00 pm",-0.0034239,22,0
"Oct 7, 11:00 pm",-0.0034239,23,0
"Oct 8, 12:00 am",-0.0034239,0,0
"Oct 8, 01:00 am",-0.0034239,1,0
"Oct 8, 02:00 am",-0.0034239,2,0
"Oct 8, 03:00 am",-0.0034239,3,0
"Oct 8, 04:00 am",-0.0034239,4,0
"Oct 8, 05:00 am",-0.0034239,5,0
"Oct 8, 06:00 am",-0.0034239,6,15
"Oct 8, 07:00 am",0.601148,7,70
"Oct 8, 08:00 am",0.357868,8,110
"Oct 8, 09:00 am",0.0803482,9,49
"Oct 8, 10:00 am",0.14109,10,74
"Oct 8, 11:00 am",0.336139,11,146
"Oct 8, 12:00 pm",0.908251,12,259
"Oct 8, 01:00 pm",0.279832,13,125
"Oct 8, 02:00 pm",0.170608,14,85
"Oct 8, 03:00 pm",0.109542,15,61
"Oct 8, 04:00 pm",0.448169,16,42
"Oct 8, 05:00 pm",-0.0034239,17,0
"Oct 8, 06:00 pm",-0.0034239,18,0
"Oct 8, 07:00 pm",-0.0034239,19,0
"Oct 8, 08:00 pm",-0.0034239,20,0
"Oct 8, 09:00 pm",-0.0034239,21,0
"Oct 8, 10:00 pm",-0.0034239,22,0
"Oct 8, 11:00 pm",-0.0034239,23,0
"Oct 9, 12:00 am",-0.0034239,0,0
"Oct 9, 01:00 am",-0.0034239,1,0
"Oct 9, 02:00 am",-0.0034239,2,0
"Oct 9, 03:00 am",-0.0034239,3,0
"Oct 9, 04:00 am",-0.0034239,4,0
"Oct 9, 05:00 am",-0.0034239,5,0
"Oct 9, 06:00 am",-0.0034239,6,26
"Oct 9, 07:00 am",1.1566,7,63
"Oct 9, 08:00 am",1.9523,8,135
"Oct 9, 09:00 am",1.99816,9,196
"Oct 9, 10:00 am",2.01943,10,232
"Oct 9, 11:00 am",2.01524,11,246
"Oct 9, 12:00 pm",2.68321,12,116
"Oct 9, 01:00 pm",2.6536,13,96
"Oct 9, 02:00 pm",2.0942,14,135
"Oct 9, 03:00 pm",2.11086,15,72
"Oct 9, 04:00 pm",0.637324,16,40
"Oct 9, 05:00 pm",-0.0034239,17,0
"Oct 9, 06:00 pm",-0.0034239,18,0
"Oct 9, 07:00 pm",-0.0034239,19,0
"Oct 9, 08:00 pm",-0.0034239,20,0
"Oct 9, 09:00 pm",-0.0034239,21,0
"Oct 9, 10:00 pm",-0.0034239,22,0
"Oct 9, 11:00 pm",-0.0034239,23,0
"Oct 10, 12:00 am",-0.0034239,0,0
"Oct 10, 01:00 am",-0.0034239,1,0
"Oct 10, 02:00 am",-0.0034239,2,0
"Oct 10, 03:00 am",-0.0034239,3,0
"Oct 10, 04:00 am",-0.0034239,4,0
"Oct 10, 05:00 am",-0.0034239,5,0
"Oct 10, 06:00 am",-0.0034239,6,8
"Oct 10, 07:00 am",0.0274531,7,21
"Oct 10, 08:00 am",0.103886,8,58
"Oct 10, 09:00 am",0.504059,9,174
"Oct 10, 10:00 am",0.724501,10,236
"Oct 10, 11:00 am",0.948256,11,266
"Oct 10, 12:00 pm",0.342995,12,152
"Oct 10, 01:00 pm",1.67675,13,224
"Oct 10, 02:00 pm",0.890498,14,183
"Oct 10, 03:00 pm",0.976917,15,113
"Oct 10, 04:00 pm",1.24954,16,32
"Oct 10, 05:00 pm",-0.0034239,17,0
"Oct 10, 06:00 pm",-0.0034239,18,0
"Oct 10, 07:00 pm",-0.0034239,19,0
"Oct 10, 08:00 pm",-0.0034239,20,0
"Oct 10, 09:00 pm",-0.0034239,21,0
"Oct 10, 10:00 pm",-0.0034239,22,0
"Oct 10, 11:00 pm",-0.0034239,23,0
"Oct 11, 12:00 am",-0.0034239,0,0
"Oct 11, 01:00 am",-0.0034239,1,0
"Oct 11, 02:00 am",-0.0034239,2,0
"Oct 11, 03:00 am",-0.0034239,3,0
"Oct 11, 04:00 am",-0.0034239,4,0
"Oct 11, 05:00 am",-0.0034239,5,0
"Oct 11, 06:00 am",-0.0034239,6,20
"Oct 11, 07:00 am",1.07755,7,68
"Oct 11, 08:00 am",2.36993,8,89
"Oct 11, 09:00 am",2.34888,9,156
"Oct 11, 10:00 am",2.30707,10,198
"Oct 11, 11:00 am",1.93449,11,253
"Oct 11, 12:00 pm",0.990409,12,263
"Oct 11, 01:00 pm",1.77532,13,212
"Oct 11, 02:00 pm",0.908817,14,180
"Oct 11, 03:00 pm",0.615331,15,110
"Oct 11, 04:00 pm",0.247508,16,34
"Oct 11, 05:00 pm",-0.0034239,17,0
"Oct 11, 06:00 pm",-0.0034239,18,0
"Oct 11, 07:00 pm",-0.0034239,19,0
"Oct 11, 08:00 pm",-0.0034239,20,0
"Oct 11, 09:00 pm",-0.0034239,21,0
"Oct 11, 10:00 pm",-0.0034239,22,0
"Oct 11, 11:00 pm",-0.0034239,23,0
"Oct 12, 12:00 am",-0.0034239,0,0
"Oct 12, 01:00 am",-0.0034239,1,0
"Oct 12, 02:00 am",-0.0034239,2,0
"Oct 12, 03:00 am",-0.0034239,3,0
"Oct 12, 04:00 am",-0.0034239,4,0
"Oct 12, 05:00 am",-0.0034239,5,0
"Oct 12, 06:00 am",-0.0034239,6,12
"Oct 12, 07:00 am",0.012936,7,29
"Oct 12, 08:00 am",0.172588,8,73
"Oct 12, 09:00 am",0.0773339,9,49
"Oct 12, 10:00 am",0.29853,10,135
"Oct 12, 11:00 am",0.133788,11,70
"Oct 12, 12:00 pm",0.278754,12,128
"Oct 12, 01:00 pm",0.477383,13,185
"Oct 12, 02:00 pm",0.347672,14,142
"Oct 12, 03:00 pm",0.08037,15,49
"Oct 12, 04:00 pm",0.13262,16,28
"Oct 12, 05:00 pm",-0.0034239,17,0
"Oct 12, 06:00 pm",-0.0034239,18,0
"Oct 12, 07:00 pm",-0.0034239,19,0
"Oct 12, 08:00 pm",-0.0034239,20,0
"Oct 12, 09:00 pm",-0.0034239,21,0
"Oct 12, 10:00 pm",-0.0034239,22,0
"Oct 12, 11:00 pm",-0.0034239,23,0
"Oct 13, 12:00 am",-0.0034239,0,0
"Oct 13, 01:00 am",-0.0034239,1,0
"Oct 13, 02:00 am",-0.0034239,2,0
"Oct 13, 03:00 am",-0.0034239,3,0
"Oct 13, 04:00 am",-0.0034239,4,0
"Oct 13, 05:00 am",-0.0034239,5,0
"Oct 13, 06:00 am",-0.0034239,6,12
"Oct 13, 07:00 am",0.0138402,7,30
"Oct 13, 08:00 am",0.37452,8,106
"Oct 13, 09:00 am",0.0677286,9,44
"Oct 13, 10:00 am",0.147337,10,79
"Oct 13, 11:00 am",0.165521,11,84
"Oct 13, 12:00 pm",0.278297,12,127
"Oct 13, 01:00 pm",0.373052,13,159
"Oct 13, 02:00 pm",0.403342,14,148
"Oct 13, 03:00 pm",0.288691,15,91
"Oct 13, 04:00 pm",0.292639,16,28
"Oct 13, 05:00 pm",-0.0034239,17,0
"Oct 13, 06:00 pm",-0.0034239,18,0
"Oct 13, 07:00 pm",-0.0034239,19,0
"Oct 13, 08:00 pm",-0.0034239,20,0
"Oct 13, 09:00 pm",-0.0034239,21,0
"Oct 13, 10:00 pm",-0.0034239,22,0
"Oct 13, 11:00 pm",-0.0034239,23,0
"Oct 14, 12:00 am",-0.0034239,0,0
"Oct 14, 01:00 am",-0.0034239,1,0
"Oct 14, 02:00 am",-0.0034239,2,0
"Oct 14, 03:00 am",-0.0034239,3,0
"Oct 14, 04:00 am",-0.0034239,4,0
"Oct 14, 05:00 am",-0.0034239,5,0
"Oct 14, 06:00 am",-0.0034239,6,17
"Oct 14, 07:00 am",1.10167,7,62
"Oct 14, 08:00 am",2.33477,8,97
"Oct 14, 09:00 am",2.70144,9,105
"Oct 14, 10:00 am",2.81471,10,114
"Oct 14, 11:00 am",2.74429,11,131
"Oct 14, 12:00 pm",2.71806,12,123
"Oct 14, 01:00 pm",2.63349,13,111
"Oct 14, 02:00 pm",2.45223,14,92
"Oct 14, 03:00 pm",2.02017,15,69
"Oct 14, 04:00 pm",1.05684,16,25
"Oct 14, 05:00 pm",-0.0034239,17,0
"Oct 14, 06:00 pm",-0.0034239,18,0
"Oct 14, 07:00 pm",-0.0034239,19,0
"Oct 14, 08:00 pm",-0.0034239,20,0
"Oct 14, 09:00 pm",-0.0034239,21,0
"Oct 14, 10:00 pm",-0.0034239,22,0
"Oct 14, 11:00 pm",-0.0034239,23,0
"Oct 15, 12:00 am",-0.0034239,0,0
