"Time stamp","System power generated | (kW)","Sun position time | (hour)","Irradiance DHI from weather file | (W/m2)"
"Oct 15, 01:00 am",-0.0034239,1,0
"Oct 15, 02:00 am",-0.0034239,2,0
"Oct 15, 03:00 am",-0.0034239,3,0
"Oct 15, 04:00 am",-0.0034239,4,0
"Oct 15, 05:00 am",-0.0034239,5,0
"Oct 15, 06:00 am",-0.0034239,6,15
"Oct 15, 07:00 am",1.02408,7,66
"Oct 15, 08:00 am",2.30221,8,86
"Oct 15, 09:00 am",2.62387,9,105
"Oct 15, 10:00 am",2.62366,10,126
"Oct 15, 11:00 am",2.5595,11,139
"Oct 15, 12:00 pm",2.55001,12,127
"Oct 15, 01:00 pm",2.47829,13,114
"Oct 15, 02:00 pm",2.29513,14,97
"Oct 15, 03:00 pm",1.89247,15,70
"Oct 15, 04:00 pm",0.843008,16,24
"Oct 15, 05:00 pm",-0.0034239,17,0
"Oct 15, 06:00 pm",-0.0034239,18,0
"Oct 15, 07:00 pm",-0.0034239,19,0
"Oct 15, 08:00 pm",-0.0034239,20,0
"Oct 15, 09:00 pm",-0.0034239,21,0
"Oct 15, 10:00 pm",-0.0034239,22,0
"Oct 15, 11:00 pm",-0.0034239,23,0
"Oct 16, 12:00 am",-0.0034239,0,0
"Oct 16, 01:00 am",-0.0034239,1,0
"Oct 16, 02:00 am",-0.0034239,2,0
"Oct 16, 03:00 am",-0.0034239,3,0
"Oct 16, 04:00 am",-0.0034239,4,0
"Oct 16, 05:00 am",-0.0034239,5,0
"Oct 16, 06:00 am",-0.0034239,6,12
"Oct 16, 07:00 am",0.719499,7,79
"Oct 16, 08:00 am",2.23205,8,95
"Oct 16, 09:00 am",2.45041,9,119
"Oct 16, 10:00 am",2.61827,10,121
"Oct 16, 11:00 am",2.60298,11,130
"Oct 16, 12:00 pm",2.5653,12,122
"Oct 16, 01:00 pm",2.4421,13,113
"Oct 16, 02:00 pm",2.24124,14,96
"Oct 16, 03:00 pm",1.85305,15,67
"Oct 16, 04:00 pm",0.778133,16,22
"Oct 16, 05:00 pm",-0.0034239,17,0
"Oct 16, 06:00 pm",-0.0034239,18,0
"Oct 16, 07:00 pm",-0.0034239,19,0
"Oct 16, 08:00 pm",-0.0034239,20,0
"Oct 16, 09:00 pm",-0.0034239,21,0
"Oct 16, 10:00 pm",-0.0034239,22,0
"Oct 16, 11:00 pm",-0.0034239,23,0
"Oct 17, 12:00 am",-0.0034239,0,0
"Oct 17, 01:00 am",-0.0034239,1,0
"Oct 17, 02:00 am",-0.0034239,2,0
"Oct 17, 03:00 am",-0.0034239,3,0
"Oct 17, 04:00 am",-0.0034239,4,0
"Oct 17, 05:00 am",-0.0034239,5,0
"Oct 17, 06:00 am",-0.0034239,6,11
"Oct 17, 07:00 am",0.174958,7,81
"Oct 17, 08:00 am",1.16025,8,147
"Oct 17, 09:00 am",2.08017,9,167
"Oct 17, 10:00 am",2.61596,10,125
"Oct 17, 11:00 am",2.41404,11,165
"Oct 17, 12:00 pm",2.57275,12,126
"Oct 17, 01:00 pm",2.43583,13,120
"Oct 17, 02:00 pm",2.12927,14,107
"Oct 17, 03:00 pm",1.8266,15,67
"Oct 17, 04:00 pm",0.8266,16,19
"Oct 17, 05:00 pm",-0.0034239,17,0
"Oct 17, 06:00 pm",-0.0034239,18,0
"Oct 17, 07:00 pm",-0.0034239,19,0
"Oct 17, 08:00 pm",-0.0034239,20,0
"Oct 17, 09:00 pm",-0.0034239,21,0
"Oct 17, 10:00 pm",-0.0034239,22,0
"Oct 17, 11:00 pm",-0.0034239,23,0
"Oct 18, 12:00 am",-0.0034239,0,0
"Oct 18, 01:00 am",-0.0034239,1,0
"Oct 18, 02:00 am",-0.0034239,2,0
"Oct 18, 03:00 am",-0.0034239,3,0
"Oct 18, 04:00 am",-0.0034239,4,0
"Oct 18, 05:00 am",-0.0034239,5,0
"Oct 18, 06:00 am",-0.0034239,6,0
"Oct 18, 07:00 am",1.05398,7,58
"Oct 18, 08:00 am",2.06521,8,110
"Oct 18, 09:00 am",2.12866,9,163
"Oct 18, 10:00 am",1.53242,10,244
"Oct 18, 11:00 am",0.614254,11,219
"Oct 18, 12:00 pm",2.52236,12,145
"Oct 18, 01:00 pm",0.73285,13,203
"Oct 18, 02:00 pm",0.354418,14,135
"Oct 18, 03:00 pm",0.831663,15,91
"Oct 18, 04:00 pm",0.0731562,16,13
"Oct 18, 05:00 pm",-0.0034239,17,0
"Oct 18, 06:00 pm",-0.0034239,18,0
"Oct 18, 07:00 pm",-0.0034239,19,0
"Oct 18, 08:00 pm",-0.0034239,20,0
"Oct 18, 09:00 pm",-0.0034239,21,0
"Oct 18, 10:00 pm",-0.0034239,22,0
"Oct 18, 11:00 pm",-0.0034239,23,0
"Oct 19, 12:00 am",-0.0034239,0,0
"Oct 19, 01:00 am",-0.0034239,1,0
"Oct 19, 02:00 am",-0.0034239,2,0
"Oct 19, 03:00 am",-0.0034239,3,0
"Oct 19, 04:00 am",-0.0034239,4,0
"Oct 19, 05:00 am",-0.0034239,5,0
"Oct 19, 06:00 am",-0.0034239,6,0
"Oct 19, 07:00 am",-0.0034239,7,15
"Oct 19, 08:00 am",0.400181,8,97
"Oct 19, 09:00 am",0.0969505,9,58
"Oct 19, 10:00 am",0.211367,10,101
"Oct 19, 11:00 am",0.341329,11,146
"Oct 19, 12:00 pm",0.176281,12,86
"Oct 19, 01:00 pm",0.122716,13,63
"Oct 19, 02:00 pm",0.16032,14,82
"Oct 19, 03:00 pm",0.313891,15,81
"Oct 19, 04:00 pm",0.0846732,16,13
"Oct 19, 05:00 pm",-0.0034239,17,0
"Oct 19, 06:00 pm",-0.0034239,18,0
"Oct 19, 07:00 pm",-0.0034239,19,0
"Oct 19, 08:00 pm",-0.0034239,20,0
"Oct 19, 09:00 pm",-0.0034239,21,0
"Oct 19, 10:00 pm",-0.0034239,22,0
"Oct 19, 11:00 pm",-0.0034239,23,0
"Oct 20, 12:00 am",-0.0034239,0,0
"Oct 20, 01:00 am",-0.0034239,1,0
"Oct 20, 02:00 am",-0.0034239,2,0
"Oct 20, 03:00 am",-0.0034239,3,0
"Oct 20, 04:00 am",-0.0034239,4,0
"Oct 20, 05:00 am",-0.0034239,5,0
"Oct 20, 06:00 am",-0.0034239,6,0
"Oct 20, 07:00 am",0.970199,7,59
"Oct 20, 08:00 am",2.1926,8,93
"Oct 20, 09:00 am",2.45959,9,115
"Oct 20, 10:00 am",2.61527,10,123
"Oct 20, 11:00 am",1.96558,11,220
"Oct 20, 12:00 pm",0.118799,12,62
"Oct 20, 01:00 pm",0.0632162,13,37
"Oct 20, 02:00 pm",0.0567572,14,35
"Oct 20, 03:00 pm",0.0867963,15,52
"Oct 20, 04:00 pm",0.00800257,16,13
"Oct 20, 05:00 pm",-0.0034239,17,0
"Oct 20, 06:00 pm",-0.0034239,18,0
"Oct 20, 07:00 pm",-0.0034239,19,0
"Oct 20, 08:00 pm",-0.0034239,20,0
"Oct 20, 09:00 pm",-0.0034239,21,0
"Oct 20, 10:00 pm",-0.0034239,22,0
"Oct 20, 11:00 pm",-0.0034239,23,0
"Oct 21, 12:00 am",-0.0034239,0,0
"Oct 21, 01:00 am",-0.0034239,1,0
"Oct 21, 02:00 am",-0.0034239,2,0
"Oct 21, 03:00 am",-0.0034239,3,0
"Oct 21, 04:00 am",-0.0034239,4,0
"Oct 21, 05:00 am",-0.0034239,5,0
"Oct 21, 06:00 am",-0.0034239,6,0
"Oct 21, 07:00 am",0.106057,7,67
"Oct 21, 08:00 am",0.634122,8,114
"Oct 21, 09:00 am",0.287684,9,115
"Oct 21, 10:00 am",0.288983,10,127
"Oct 21, 11:00 am",0.265229,11,121
"Oct 21, 12:00 pm",0.29905,12,133
"Oct 21, 01:00 pm",0.6248,13,185
"Oct 21, 02:00 pm",0.170086,14,87
"Oct 21, 03:00 pm",0.30138,15,76
"Oct 21, 04:00 pm",0.00278638,16,10
"Oct 21, 05:00 pm",-0.0034239,17,0
"Oct 21, 06:00 pm",-0.0034239,18,0
"Oct 21, 07:00 pm",-0.0034239,19,0
"Oct 21, 08:00 pm",-0.0034239,20,0
"Oct 21, 09:00 pm",-0.0034239,21,0
"Oct 21, 10:00 pm",-0.0034239,22,0
"Oct 21, 11:00 pm",-0.0034239,23,0
"Oct 22, 12:00 am",-0.0034239,0,0
"Oct 22, 01:00 am",-0.0034239,1,0
"Oct 22, 02:00 am",-0.0034239,2,0
"Oct 22, 03:00 am",-0.0034239,3,0
"Oct 22, 04:00 am",-0.0034239,4,0
"Oct 22, 05:00 am",-0.0034239,5,0
"Oct 22, 06:00 am",-0.0034239,6,0
"Oct 22, 07:00 am",0.0493553,7,66
"Oct 22, 08:00 am",0.581223,8,107
"Oct 22, 09:00 am",0.128691,9,70
"Oct 22, 10:00 am",0.24226,10,112
"Oct 22, 11:00 am",0.782264,11,223
"Oct 22, 12:00 pm",2.01664,12,196
"Oct 22, 01:00 pm",2.37915,13,115
"Oct 22, 02:00 pm",2.1834,14,92
"Oct 22, 03:00 pm",1.68782,15,62
"Oct 22, 04:00 pm",-0.0034239,16,0
"Oct 22, 05:00 pm",-0.0034239,17,0
"Oct 22, 06:00 pm",-0.0034239,18,0
"Oct 22, 07:00 pm",-0.0034239,19,0
"Oct 22, 08:00 pm",-0.0034239,20,0
"Oct 22, 09:00 pm",-0.0034239,21,0
"Oct 22, 10:00 pm",-0.0034239,22,0
"Oct 22, 11:00 pm",-0.0034239,23,0
"Oct 23, 12:00 am",-0.0034239,0,0
"Oct 23, 01:00 am",-0.0034239,1,0
"Oct 23, 02:00 am",-0.0034239,2,0
"Oct 23, 03:00 am",-0.0034239,3,0
"Oct 23, 04:00 am",-0.0034239,4,0
"Oct 23, 05:00 am",-0.0034239,5,0
"Oct 23, 06:00 am",-0.0034239,6,0
"Oct 23, 07:00 am",-0.0034239,7,71
"Oct 23, 08:00 am",1.35791,8,137
"Oct 23, 09:00 am",0.675162,9,173
"Oct 23, 10:00 am",0.568053,10,192
"Oct 23, 11:00 am",0.32138,11,142
"Oct 23, 12:00 pm",0.248662,12,117
"Oct 23, 01:00 pm",0.82851,13,198
"Oct 23, 02:00 pm",1.21509,14,143
"Oct 23, 03:00 pm",0.943126,15,77
"Oct 23, 04:00 pm",-0.0034239,16,0
"Oct 23, 05:00 pm",-0.0034239,17,0
"Oct 23, 06:00 pm",-0.0034239,18,0
"Oct 23, 07:00 pm",-0.0034239,19,0
"Oct 23, 08:00 pm",-0.0034239,20,0
"Oct 23, 09:00 pm",-0.0034239,21,0
"Oct 23, 10:00 pm",-0.0034239,22,0
"Oct 23, 11:00 pm",-0.0034239,23,0
"Oct 24, 12:00 am",-0.0034239,0,0
"Oct 24, 01:00 am",-0.0034239,1,0
"Oct 24, 02:00 am",-0.0034239,2,0
"Oct 24, 03:00 am",-0.0034239,3,0
"Oct 24, 04:00 am",-0.0034239,4,0
"Oct 24, 05:00 am",-0.0034239,5,0
"Oct 24, 06:00 am",-0.0034239,6,0
"Oct 24, 07:00 am",-0.0034239,7,57
"Oct 24, 08:00 am",0.074362,8,42
"Oct 24, 09:00 am",0.101917,9,61
"Oct 24, 10:00 am",0.141868,10,77
"Oct 24, 11:00 am",0.126744,11,68
"Oct 24, 12:00 pm",0.113196,12,61
"Oct 24, 01:00 pm",0.369691,13,152
"Oct 24, 02:00 pm",2.03174,14,99
"Oct 24, 03:00 pm",0.775244,15,76
"Oct 24, 04:00 pm",-0.0034239,16,0
"Oct 24, 05:00 pm",-0.0034239,17,0
"Oct 24, 06:00 pm",-0.0034239,18,0
"Oct 24, 07:00 pm",-0.0034239,19,0
"Oct 24, 08:00 pm",-0.0034239,20,0
"Oct 24, 09:00 pm",-0.0034239,21,0
"Oct 24, 10:00 pm",-0.0034239,22,0
"Oct 24, 11:00 pm",-0.0034239,23,0
"Oct 25, 12:00 am",-0.0034239,0,0
"Oct 25, 01:00 am",-0.0034239,1,0
"Oct 25, 02:00 am",-0.0034239,2,0
"Oct 25, 03:00 am",-0.0034239,3,0
"Oct 25, 04:00 am",-0.0034239,4,0
"Oct 25, 05:00 am",-0.0034239,5,0
"Oct 25, 06:00 am",-0.0034239,6,0
"Oct 25, 07:00 am",-0.0034239,7,24
"Oct 25, 08:00 am",0.597429,8,102
"Oct 25, 09:00 am",0.501343,9,150
"Oct 25, 10:00 am",0.16741,10,87
"Oct 25, 11:00 am",0.155307,11,82
"Oct 25, 12:00 pm",0.534354,12,194
"Oct 25, 01:00 pm",0.240343,13,115
"Oct 25, 02:00 pm",0.146914,14,80
"Oct 25, 03:00 pm",0.332279,15,67
"Oct 25, 04:00 pm",-0.0034239,16,0
"Oct 25, 05:00 pm",-0.0034239,17,0
"Oct 25, 06:00 pm",-0.0034239,18,0
"Oct 25, 07:00 pm",-0.0034239,19,0
"Oct 25, 08:00 pm",-0.0034239,20,0
"Oct 25, 09:00 pm",-0.0034239,21,0
"Oct 25, 10:00 pm",-0.0034239,22,0
"Oct 25, 11:00 pm",-0.0034239,23,0
"Oct 26, 12:00 am",-0.0034239,0,0
"Oct 26, 01:00 am",-0.0034239,1,0
"Oct 26, 02:00 am",-0.0034239,2,0
"Oct 26, 03:00 am",-0.0034239,3,0
"Oct 26, 04:00 am",-0.0034239,4,0
"Oct 26, 05:00 am",-0.0034239,5,0
"Oct 26, 06:00 am",-0.0034239,6,0
"Oct 26, 07:00 am",-0.0034239,7,49
"Oct 26, 08:00 am",2.0814,8,73
"Oct 26, 09:00 am",2.49209,9,97
"Oct 26, 10:00 am",2.61763,10,111
"Oct 26, 11:00 am",2.61508,11,118
"Oct 26, 12:00 pm",2.6093,12,107
"Oct 26, 01:00 pm",2.39716,13,108
"Oct 26, 02:00 pm",2.20964,14,81
"Oct 26, 03:00 pm",1.66158,15,53
"Oct 26, 04:00 pm",-0.0034239,16,0
"Oct 26, 05:00 pm",-0.0034239,17,0
"Oct 26, 06:00 pm",-0.0034239,18,0
"Oct 26, 07:00 pm",-0.0034239,19,0
"Oct 26, 08:00 pm",-0.0034239,20,0
"Oct 26, 09:00 pm",-0.0034239,21,0
"Oct 26, 10:00 pm",-0.0034239,22,0
"Oct 26, 11:00 pm",-0.0034239,23,0
"Oct 27, 12:00 am",-0.0034239,0,0
"Oct 27, 01:00 am",-0.0034239,1,0
"Oct 27, 02:00 am",-0.0034239,2,0
"Oct 27, 03:00 am",-0.0034239,3,0
"Oct 27, 04:00 am",-0.0034239,4,0
"Oct 27, 05:00 am",-0.0034239,5,0
"Oct 27, 06:00 am",-0.0034239,6,0
"Oct 27, 07:00 am",-0.0034239,7,63
"Oct 27, 08:00 am",0.481538,8,88
"Oct 27, 09:00 am",0.489656,9,145
"Oct 27, 10:00 am",1.00099,10,218
"Oct 27, 11:00 am",0.28449,11,130
"Oct 27, 12:00 pm",0.754281,12,210
"Oct 27, 01:00 pm",0.724559,13,184
"Oct 27, 02:00 pm",1.69238,14,111
"Oct 27, 03:00 pm",1.01331,15,66
"Oct 27, 04:00 pm",-0.0034239,16,0
"Oct 27, 05:00 pm",-0.0034239,17,0
"Oct 27, 06:00 pm",-0.0034239,18,0
"Oct 27, 07:00 pm",-0.0034239,19,0
"Oct 27, 08:00 pm",-0.0034239,20,0
"Oct 27, 09:00 pm",-0.0034239,21,0
"Oct 27, 10:00 pm",-0.0034239,22,0
"Oct 27, 11:00 pm",-0.0034239,23,0
"Oct 28, 12:00 am",-0.0034239,0,0
"Oct 28, 01:00 am",-0.0034239,1,0
"Oct 28, 02:00 am",-0.0034239,2,0
"Oct 28, 03:00 am",-0.0034239,3,0
"Oct 28, 04:00 am",-0.0034239,4,0
"Oct 28, 05:00 am",-0.0034239,5,0
"Oct 28, 06:00 am",-0.0034239,6,0
"Oct 28, 07:00 am",-0.0034239,7,59
"Oct 28, 08:00 am",1.73834,8,118
"Oct 28, 09:00 am",1.91236,9,149
"Oct 28, 10:00 am",2.43836,10,116
"Oct 28, 11:00 am",2.18561,11,164
"Oct 28, 12:00 pm",0.758799,12,209
"Oct 28, 01:00 pm",1.8007,13,158
"Oct 28, 02:00 pm",1.76435,14,103
"Oct 28, 03:00 pm",0.593087,15,66
"Oct 28, 04:00 pm",-0.0034239,16,0
"Oct 28, 05:00 pm",-0.0034239,17,0
"Oct 28, 06:00 pm",-0.0034239,18,0
"Oct 28, 07:00 pm",-0.0034239,19,0
"Oct 28, 08:00 pm",-0.0034239,20,0
"Oct 28, 09:00 pm",-0.0034239,21,0
"Oct 28, 10:00 pm",-0.0034239,22,0
"Oct 28, 11:00 pm",-0.0034239,23,0
"Oct 29, 12:00 am",-0.0034239,0,0
"Oct 29, 01:00 am",-0.0034239,1,0
"Oct 29, 02:00 am",-0.0034239,2,0
"Oct 29, 03:00 am",-0.0034239,3,0
"Oct 29, 04:00 am",-0.0034239,4,0
"Oct 29, 05:00 am",-0.0034239,5,0
"Oct 29, 06:00 am",-0.0034239,6,0
"Oct 29, 07:00 am",-0.0034239,7,58
"Oct 29, 08:00 am",1.56982,8,127
"Oct 29, 09:00 am",0.17514,9,83
"Oct 29, 10:00 am",1.36345,10,216
"Oct 29, 11:00 am",2.08656,11,176
"Oct 29, 12:00 pm",1.37566,12,214
"Oct 29, 01:00 pm",0.506287,13,161
"Oct 29, 02:00 pm",0.413509,14,119
"Oct 29, 03:00 pm",0.432725,15,62
"Oct 29, 04:00 pm",-0.0034239,16,0
"Oct 29, 05:00 pm",-0.0034239,17,0
"Oct 29, 06:00 pm",-0.0034239,18,0
"Oct 29, 07:00 pm",-0.0034239,19,0
"Oct 29, 08:00 pm",-0.0034239,20,0
"Oct 29, 09:00 pm",-0.0034239,21,0
"Oct 29, 10:00 pm",-0.0034239,22,0
"Oct 29, 11:00 pm",-0.0034239,23,0
"Oct 30, 12:00 am",-0.0034239,0,0
"Oct 30, 01:00 am",-0.0034239,1,0
"Oct 30, 02:00 am",-0.0034239,2,0
"Oct 30, 03:00 am",-0.0034239,3,0
"Oct 30, 04:00 am",-0.0034239,4,0
"Oct 30, 05:00 am",-0.0034239,5,0
"Oct 30, 06:00 am",-0.0034239,6,0
"Oct 30, 07:00 am",-0.0034239,7,35
"Oct 30, 08:00 am",0.815898,8,103
"Oct 30, 09:00 am",0.224307,9,95
"Oct 30, 10:00 am",0.442104,10,163
"Oct 30, 11:00 am",1.43739,11,222
"Oct 30, 12:00 pm",2.21358,12,138
"Oct 30, 01:00 pm",2.19149,13,110
"Oct 30, 02:00 pm",0.683162,14,127
"Oct 30, 03:00 pm",0.301133,15,57
"Oct 30, 04:00 pm",-0.0034239,16,0
"Oct 30, 05:00 pm",-0.0034239,17,0
"Oct 30, 06:00 pm",-0.0034239,18,0
"Oct 30, 07:00 pm",-0.0034239,19,0
"Oct 30, 08:00 pm",-0.0034239,20,0
"Oct 30, 09:00 pm",-0.0034239,21,0
"Oct 30, 10:00 pm",-0.0034239,22,0
"Oct 30, 11:00 pm",-0.0034239,23,0
"Oct 31, 12:00 am",-0.0034239,0,0
"Oct 31, 01:00 am",-0.0034239,1,0
"Oct 31, 02:00 am",-0.0034239,2,0
"Oct 31, 03:00 am",-0.0034239,3,0
"Oct 31, 04:00 am",-0.0034239,4,0
"Oct 31, 05:00 am",-0.0034239,5,0
"Oct 31, 06:00 am",-0.0034239,6,0
"Oct 31, 07:00 am",-0.0034239,7,50
"Oct 31, 08:00 am",0.93883,8,106
"Oct 31, 09:00 am",0.199581,9,88
"Oct 31, 10:00 am",0.157648,10,84
"Oct 31, 11:00 am",0.15956,11,85
"Oct 31, 12:00 pm",0.183241,12,94
"Oct 31, 01:00 pm",0.227666,13,111
"Oct 31, 02:00 pm",0.111978,14,65
"Oct 31, 03:00 pm",0.373443,15,57
"Oct 31, 04:00 pm",-0.0034239,16,0
"Oct 31, 05:00 pm",-0.0034239,17,0
"Oct 31, 06:00 pm",-0.0034239,18,0
"Oct 31, 07:00 pm",-0.0034239,19,0
"Oct 31, 08:00 pm",-0.0034239,20,0
"Oct 31, 09:00 pm",-0.0034239,21,0
"Oct 31, 10:00 pm",-0.0034239,22,0
"Oct 31, 11:00 pm",-0.0034239,23,0
"Nov 1, 12:00 am",-0.0034239,0,0
"Nov 1, 01:00 am",-0.0034239,1,0
"Nov 1, 02:00 am",-0.0034239,2,0
"Nov 1, 03:00 am",-0.0034239,3,0
"Nov 1, 04:00 am",-0.0034239,4,0
"Nov 1, 05:00 am",-0.0034239,5,0
"Nov 1, 06:00 am",-0.0034239,6,0
"Nov 1, 07:00 am",-0.0034239,7,46
"Nov 1, 08:00 am",0.486649,8,76
"Nov 1, 09:00 am",0.184866,9,82
"Nov 1, 10:00 am",0.443862,10,158
"Nov 1, 11:00 am",0.383986,11,157
"Nov 1, 12:00 pm",0.882275,12,206
"Nov 1, 01:00 pm",0.187357,13,95
"Nov 1, 02:00 pm",0.152564,14,82
"Nov 1, 03:00 pm",0.36072,15,54
"Nov 1, 04:00 pm",-0.0034239,16,0
"Nov 1, 05:00 pm",-0.0034239,17,0
"Nov 1, 06:00 pm",-0.0034239,18,0
"Nov 1, 07:00 pm",-0.0034239,19,0
"Nov 1, 08:00 pm",-0.0034239,20,0
"Nov 1, 09:00 pm",-0.0034239,21,0
"Nov 1, 10:00 pm",-0.0034239,22,0
"Nov 1, 11:00 pm",-0.0034239,23,0
"Nov 2, 12:00 am",-0.0034239,0,0
"Nov 2, 01:00 am",-0.0034239,1,0
"Nov 2, 02:00 am",-0.0034239,2,0
"Nov 2, 03:00 am",-0.0034239,3,0
"Nov 2, 04:00 am",-0.0034239,4,0
"Nov 2, 05:00 am",-0.0034239,5,0
"Nov 2, 06:00 am",-0.0034239,6,0
"Nov 2, 07:00 am",-0.0034239,7,38
"Nov 2, 08:00 am",0.438126,8,71
"Nov 2, 09:00 am",0.474787,9,133
"Nov 2, 10:00 am",0.601123,10,181
"Nov 2, 11:00 am",1.07784,11,218
"Nov 2, 12:00 pm",0.801994,12,200
"Nov 2, 01:00 pm",0.965224,13,174
"Nov 2, 02:00 pm",1.1323,14,117
"Nov 2, 03:00 pm",0.563587,15,53
"Nov 2, 04:00 pm",-0.0034239,16,0
"Nov 2, 05:00 pm",-0.0034239,17,0
"Nov 2, 06:00 pm",-0.0034239,18,0
"Nov 2, 07:00 pm",-0.0034239,19,0
"Nov 2, 08:00 pm",-0.0034239,20,0
"Nov 2, 09:00 pm",-0.0034239,21,0
"Nov 2, 10:00 pm",-0.0034239,22,0
"Nov 2, 11:00 pm",-0.0034239,23,0
"Nov 3, 12:00 am",-0.0034239,0,0
"Nov 3, 01:00 am",-0.0034239,1,0
"Nov 3, 02:00 am",-0.0034239,2,0
"Nov 3, 03:00 am",-0.0034239,3,0
"Nov 3, 04:00 am",-0.0034239,4,0
"Nov 3, 05:00 am",-0.0034239,5,0
"Nov 3, 06:00 am",-0.0034239,6,0
"Nov 3, 07:00 am",-0.0034239,7,34
"Nov 3, 08:00 am",0.0714445,8,34
"Nov 3, 09:00 am",0.100541,9,59
"Nov 3, 10:00 am",0.521383,10,170
"Nov 3, 11:00 am",2.56538,11,81
"Nov 3, 12:00 pm",2.605,12,72
"Nov 3, 01:00 pm",2.46496,13,74
"Nov 3, 02:00 pm",1.13156,14,115
"Nov 3, 03:00 pm",1.60767,15,37
"Nov 3, 04:00 pm",-0.0034239,16,0
"Nov 3, 05:00 pm",-0.0034239,17,0
"Nov 3, 06:00 pm",-0.0034239,18,0
"Nov 3, 07:00 pm",-0.0034239,19,0
"Nov 3, 08:00 pm",-0.0034239,20,0
"Nov 3, 09:00 pm",-0.0034239,21,0
"Nov 3, 10:00 pm",-0.0034239,22,0
"Nov 3, 11:00 pm",-0.0034239,23,0
"Nov 4, 12:00 am",-0.0034239,0,0
"Nov 4, 01:00 am",-0.0034239,1,0
"Nov 4, 02:00 am",-0.0034239,2,0
"Nov 4, 03:00 am",-0.0034239,3,0
"Nov 4, 04:00 am",-0.0034239,4,0
"Nov 4, 05:00 am",-0.0034239,5,0
"Nov 4, 06:00 am",-0.0034239,6,0
"Nov 4, 07:00 am",-0.0034239,7,42
"Nov 4, 08:00 am",0.945014,8,93
"Nov 4, 09:00 am",0.28697,9,102
"Nov 4, 10:00 am",0.910939,10,193
"Nov 4, 11:00 am",0.366266,11,151
"Nov 4, 12:00 pm",0.196728,12,99
"Nov 4, 01:00 pm",0.253057,13,116
"Nov 4, 02:00 pm",0.411981,14,106
"Nov 4, 03:00 pm",0.143748,15,42
"Nov 4, 04:00 pm",-0.0034239,16,0
"Nov 4, 05:00 pm",-0.0034239,17,0
"Nov 4, 06:00 pm",-0.0034239,18,0
"Nov 4, 07:00 pm",-0.0034239,19,0
"Nov 4, 08:00 pm",-0.0034239,20,0
"Nov 4, 09:00 pm",-0.0034239,21,0
"Nov 4, 10:00 pm",-0.0034239,22,0
"Nov 4, 11:00 pm",-0.0034239,23,0
"Nov 5, 12:00 am",-0.0034239,0,0
"Nov 5, 01:00 am",-0.0034239,1,0
"Nov 5, 02:00 am",-0.0034239,2,0
"Nov 5, 03:00 am",-0.0034239,3,0
"Nov 5, 04:00 am",-0.0034239,4,0
"Nov 5, 05:00 am",-0.0034239,5,0
"Nov 5, 06:00 am",-0.0034239,6,0
"Nov 5, 07:00 am",-0.0034239,7,41
"Nov 5, 08:00 am",1.57551,8,105
"Nov 5, 09:00 am",0.0744685,9,50
"Nov 5, 10:00 am",1.03556,10,196
"Nov 5, 11:00 am",0.293113,11,131
"Nov 5, 12:00 pm",0.249352,12,118
"Nov 5, 01:00 pm",0.11874,13,67
"Nov 5, 02:00 pm",0.30332,14,96
"Nov 5, 03:00 pm",0.495081,15,47
"Nov 5, 04:00 pm",-0.0034239,16,0
"Nov 5, 05:00 pm",-0.0034239,17,0
"Nov 5, 06:00 pm",-0.0034239,18,0
"Nov 5, 07:00 pm",-0.0034239,19,0
"Nov 5, 08:00 pm",-0.0034239,20,0
"Nov 5, 09:00 pm",-0.0034239,21,0
"Nov 5, 10:00 pm",-0.0034239,22,0
"Nov 5, 11:00 pm",-0.0034239,23,0
"Nov 6, 12:00 am",-0.0034239,0,0
"Nov 6, 01:00 am",-0.0034239,1,0
"Nov 6, 02:00 am",-0.0034239,2,0
"Nov 6, 03:00 am",-0.0034239,3,0
"Nov 6, 04:00 am",-0.0034239,4,0
"Nov 6, 05:00 am",-0.0034239,5,0
"Nov 6, 06:00 am",-0.0034239,6,0
"Nov 6, 07:00 am",-0.0034239,7,35
"Nov 6, 08:00 am",1.42339,8,100
"Nov 6, 09:00 am",0.629061,9,140
"Nov 6, 10:00 am",0.0999249,10,60
"Nov 6, 11:00 am",0.145994,11,79
"Nov 6, 12:00 pm",0.0712967,12,43
"Nov 6, 01:00 pm",0.0930627,13,54
"Nov 6, 02:00 pm",0.0696007,14,44
"Nov 6, 03:00 pm",0.0822149,15,37
"Nov 6, 04:00 pm",-0.0034239,16,0
"Nov 6, 05:00 pm",-0.0034239,17,0
"Nov 6, 06:00 pm",-0.0034239,18,0
"Nov 6, 07:00 pm",-0.0034239,19,0
"Nov 6, 08:00 pm",-0.0034239,20,0
"Nov 6, 09:00 pm",-0.0034239,21,0
"Nov 6, 10:00 pm",-0.0034239,22,0
"Nov 6, 11:00 pm",-0.0034239,23,0
"Nov 7, 12:00 am",-0.0034239,0,0
"Nov 7, 01:00 am",-0.0034239,1,0
"Nov 7, 02:00 am",-0.0034239,2,0
"Nov 7, 03:00 am",-0.0034239,3,0
"Nov 7, 04:00 am",-0.0034239,4,0
"Nov 7, 05:00 am",-0.0034239,5,0
"Nov 7, 06:00 am",-0.0034239,6,0
"Nov 7, 07:00 am",-0.0034239,7,36
"Nov 7, 08:00 am",0.772284,8,83
"Nov 7, 09:00 am",0.196952,9,81
"Nov 7, 10:00 am",1.78127,10,170
